,Title,Studio,Domestic Gross,Foreign Gross,Year,Clean Title,Link
761,American Reunion,Uni.,57000000.0,178000000,2012,american reunion,american reunion2012
762,Argo,WB,136000000.0,96300000,2012,argo,argo2012
763,Jack Reacher,Par.,80100000.0,138300000,2012,jack reacher,jack reacher2012
764,Safe House,Uni.,126400000.0,81700000,2012,safe house,safe house2012
765,21 Jump Street,Sony,138400000.0,63100000,2012,21 jump street,21 jump street2012
766,Total Recall,Sony,58900000.0,139600000,2012,total recall,total recall2012
767,The Vow,SGem,125000000.0,71100000,2012,the vow,the vow2012
768,Mirror Mirror,Rela.,64900000.0,118100000,2012,mirror mirror,mirror mirror2012
769,The Impossible,LG/S,19000000.0,161300000,2012,the impossible,the impossible2012
770,The Dictator,Par.,59700000.0,119700000,2012,the dictator,the dictator2012
771,Looper,TriS,66500000.0,110000000,2012,looper,looper2012
772,Magic Mike,WB,113700000.0,53500000,2012,magic mike,magic mike2012
773,Flight,Par.,93800000.0,68000000,2012,flight,flight2012
774,Underworld Awakening,SGem,62300000.0,97800000,2012,underworld awakening,underworld awakening2012
775,This Means War,Fox,54800000.0,101700000,2012,this means war,this means war2012
776,The Secret World of Arrietty,BV,19200000.0,126400000,2012,the secret world of arrietty,the secret world of arrietty2012
777,Paranormal Activity 4,Par.,53900000.0,88900000,2012,paranormal activity 4,paranormal activity 42012
778,Step Up Revolution,LG/S,35100000.0,105400000,2012,step up revolution,step up revolution2012
779,The Best Exotic Marigold Hotel,FoxS,46400000.0,90400000,2012,the best exotic marigold hotel,the best exotic marigold hotel2012
780,Zero Dark Thirty,Sony,95700000.0,37100000,2012,zero dark thirty,zero dark thirty2012
781,Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000,2012,ghost rider spirit of vengeance,ghost rider spirit of vengeance2012
782,Cloud Atlas,WB,27100000.0,103400000,2012,cloud atlas,cloud atlas2012
783,The Woman in Black,CBS,54300000.0,73400000,2012,the woman in black,the woman in black2012
784,Chronicle,Fox,64599999.0,62100000,2012,chronicle,chronicle2012
785,The Pirates! Band of Misfits,Sony,31100000.0,92000000,2012,the pirates band of misfits,the pirates band of misfits2012
786,Parental Guidance,Fox,77300000.0,42500000,2012,parental guidance,parental guidance2012
787,Abraham Lincoln: Vampire Hunter,Fox,37500000.0,79000000,2012,abraham lincoln vampire hunter,abraham lincoln vampire hunter2012
788,Pitch Perfect,Uni.,65000000.0,50300000,2012,pitch perfect,pitch perfect2012
789,Hope Springs,Sony,63500000.0,50700000,2012,hope springs,hope springs2012
790,ParaNorman,Focus,56000000.0,51100000,2012,paranorman,paranorman2012
791,The Campaign,WB,86900000.0,18000000,2012,the campaign,the campaign2012
792,Let the Bullets Fly,Vari.,63000.0,104300000,2012,let the bullets fly,let the bullets fly2012
793,Star Wars: Episode I - The Phantom Menace (in 3D),Fox,43500000.0,59300000,2012,star wars episode i  the phantom menace in 3d,star wars episode i  the phantom menace in 3d2012
794,Project X,WB,54700000.0,48000000,2012,project x,project x2012
795,The Devil Inside,Par.,53300000.0,48500000,2012,the devil inside,the devil inside2012
796,The Lucky One,WB,60500000.0,38900000,2012,the lucky one,the lucky one2012
797,Contraband,Uni.,66500000.0,29700000,2012,contraband,contraband2012
798,Think Like a Man,SGem,91500000.0,4500000,2012,think like a man,think like a man2012
799,This Is 40,Uni.,67500000.0,20500000,2012,this is 40,this is 402012
800,The Inbetweeners Movie,WHE,36000.0,88000000,2012,the inbetweeners movie,the inbetweeners movie2012
801,The Possession,LGF,49100000.0,36300000,2012,the possession,the possession2012
802,What to Expect When You're Expecting,LGF,41200000.0,43200000,2012,what to expect when youre expecting,what to expect when youre expecting2012
803,The Thieves,WGUSA,686000.0,82800000,2012,the thieves,the thieves2012
804,Savages,Uni.,47400000.0,35600000,2012,savages,savages2012
805,Frankenweenie,BV,35300000.0,46200000,2012,frankenweenie,frankenweenie2012
806,Act of Valor,Rela.,70000000.0,11300000,2012,act of valor,act of valor2012
807,Masquerade,CJ,923000.0,79800000,2012,masquerade,masquerade2012
808,Sinister,LG/S,48100000.0,29600000,2012,sinister,sinister2012
809,The Grey,ORF,51600000.0,25700000,2012,the grey,the grey2012
810,Diary of a Wimpy Kid: Dog Days,Fox,49000000.0,28100000,2012,diary of a wimpy kid dog days,diary of a wimpy kid dog days2012
811,To Rome with Love,SPC,16700000.0,56600000,2012,to rome with love,to rome with love2012
812,Here Comes the Boom,Sony,45300000.0,27800000,2012,here comes the boom,here comes the boom2012
813,Finding Nemo (3D),BV,41100000.0,28200000,2012,finding nemo 3d,finding nemo 3d2012
814,Anna Karenina,Focus,12800000.0,56100000,2012,anna karenina,anna karenina2012
815,The Watch,Fox,35400000.0,32900000,2012,the watch,the watch2012
816,Moonrise Kingdom,Focus,45500000.0,22800000,2012,moonrise kingdom,moonrise kingdom2012
817,Tyler Perry's Madea's Witness Protection,LGF,65700000.0,1200000,2012,tyler perrys madeas witness protection,tyler perrys madeas witness protection2012
818,The Cabin in the Woods,LGF,42100000.0,24400000,2012,the cabin in the woods,the cabin in the woods2012
819,Beauty and the Beast (3D),BV,47600000.0,14400000,2012,beauty and the beast 3d,beauty and the beast 3d2012
820,Rock of Ages,WB (NL),38500000.0,20900000,2012,rock of ages,rock of ages2012
821,That's My Boy,Sony,36900000.0,20800000,2012,thats my boy,thats my boy2012
822,The Odd Life of Timothy Green,BV,51900000.0,4200000,2012,the odd life of timothy green,the odd life of timothy green2012
823,The Three Stooges,Fox,44300000.0,10500000,2012,the three stooges,the three stooges2012
824,The Five-Year Engagement,Uni.,28800000.0,25100000,2012,the fiveyear engagement,the fiveyear engagement2012
825,Lawless,Wein.,37400000.0,16300000,2012,lawless,lawless2012
826,Silent Hill: Revelation 3D,ORF,17500000.0,34800000,2012,silent hill revelation 3d,silent hill revelation 3d2012
827,Red Tails,Fox,49900000.0,489000,2012,red tails,red tails2012
828,"Monsters, Inc. (3D)",BV,34000000.0,16200000,2012,monsters inc 3d,monsters inc 3d2012
829,Trouble with the Curve,WB,35800000.0,13200000,2012,trouble with the curve,trouble with the curve2012
830,Little White Lies,MPI,206000.0,48300000,2012,little white lies,little white lies2012
831,End of Watch,ORF,41000000.0,7100000,2012,end of watch,end of watch2012
832,Man on a Ledge,LG/S,18600000.0,27600000,2012,man on a ledge,man on a ledge2012
833,Red Dawn,FD,44800000.0,,2012,red dawn,red dawn2012
834,House at the End of The Street,Rela.,31600000.0,12700000,2012,house at the end of the street,house at the end of the street2012
835,The Guilt Trip,Par.,37100000.0,4700000,2012,the guilt trip,the guilt trip2012
836,A Werewolf Boy,CJ,343000.0,41300000,2012,a werewolf boy,a werewolf boy2012
837,Safe,LGF,17100000.0,23200000,2012,safe,safe2012
838,Killing Them Softly,Wein.,15000000.0,22900000,2012,killing them softly,killing them softly2012
839,Chernobyl Diaries,WB,18100000.0,19000000,2012,chernobyl diaries,chernobyl diaries2012
840,One For the Money,LGF,26400000.0,10500000,2012,one for the money,one for the money2012
841,Dredd,LGF,13400000.0,22200000,2012,dredd,dredd2012
842,Tyler Perry's Good Deeds,LGF,35000000.0,553000,2012,tyler perrys good deeds,tyler perrys good deeds2012
843,Arbitrage,RAtt.,7900000.0,27600000,2012,arbitrage,arbitrage2012
844,Chimpanzee,BV,29000000.0,5900000,2012,chimpanzee,chimpanzee2012
845,Alex Cross,LG/S,25900000.0,8700000,2012,alex cross,alex cross2012
846,Salmon Fishing in the Yemen,CBS,9000000.0,25500000,2012,salmon fishing in the yemen,salmon fishing in the yemen2012
847,Fetih 1453: The Conquest of Constantinople,NeoC,35700.0,34400000,2012,fetih 1453 the conquest of constantinople,fetih 1453 the conquest of constantinople2012
848,Cirque Du Soleil: Worlds Away,Par.,12500000.0,21600000,2012,cirque du soleil worlds away,cirque du soleil worlds away2012
849,The Perks of Being a Wallflower,LG/S,17700000.0,15600000,2012,the perks of being a wallflower,the perks of being a wallflower2012
850,Haywire,Rela.,18900000.0,14400000,2012,haywire,haywire2012
851,Katy Perry: Part of Me,Par.,25300000.0,7400000,2012,katy perry part of me,katy perry part of me2012
852,Lockout,FD,14300000.0,17900000,2012,lockout,lockout2012
853,Joyful Noise,WB,30900000.0,226000,2012,joyful noise,joyful noise2012
854,Premium Rush,Sony,20300000.0,10800000,2012,premium rush,premium rush2012
855,The Raven,Rela.,16000000.0,13600000,2012,the raven,the raven2012
856,Rowdy Rathore,UTV,777000.0,28600000,2012,rowdy rathore,rowdy rathore2012
857,Dragon,RTWC,11100.0,29100000,2012,dragon,dragon2012
858,Bol Bachchan,FIP,1200000.0,27600000,2012,bol bachchan,bol bachchan2012
859,The Master,Wein.,16399999.0,11900000,2012,the master,the master2012
860,Rust and Bone,SPC,2100000.0,23700000,2012,rust and bone,rust and bone2012
861,Big Miracle,Uni.,20200000.0,4600000,2012,big miracle,big miracle2012
862,Sparkle,TriS,24400000.0,240000,2012,sparkle,sparkle2012
863,To the Arctic (IMAX),WB,14600000.0,9100000,2012,to the arctic imax,to the arctic imax2012
864,Hitchcock,FoxS,6000000.0,17600000,2012,hitchcock,hitchcock2012
865,A Thousand Words,P/DW,18500000.0,3600000,2012,a thousand words,a thousand words2012
866,Wanderlust,Uni.,17500000.0,4200000,2012,wanderlust,wanderlust2012
867,Beasts of the Southern Wild,FoxS,12800000.0,8300000,2012,beasts of the southern wild,beasts of the southern wild2012
868,Polisse,IFC,211000.0,20200000,2012,polisse,polisse2012
869,Amour,SPC,6700000.0,13100000,2012,amour,amour2012
870,The Man with the Iron Fists,Uni.,15600000.0,4099999,2012,the man with the iron fists,the man with the iron fists2012
872,Seven Psychopaths,CBS,15000000.0,4400000,2012,seven psychopaths,seven psychopaths2012
873,Gone,LG/S,11700000.0,6400000,2012,gone,gone2012
874,Norwegian Wood,RF,13000.0,17600000,2012,norwegian wood,norwegian wood2012
875,The Cold Light of Day,LG/S,3800000.0,13100000,2012,the cold light of day,the cold light of day2012
876,My Way,CJ,70200.0,16500000,2012,my way,my way2012
877,Tomorrow When the War Began,Free,4900.0,16500000,2012,tomorrow when the war began,tomorrow when the war began2012
878,We Have a Pope,IFC,548000.0,15600000,2012,we have a pope,we have a pope2012
879,Headhunters,Magn.,1200000.0,14500000,2012,headhunters,headhunters2012
880,Hit and Run,ORF,13700000.0,704000,2012,hit and run,hit and run2012
881,War of the Buttons,Wein.,47800.0,13800000,2012,war of the buttons,war of the buttons2012
882,Red Lights,MNE,52600.0,13500000,2012,red lights,red lights2012
883,The Words,CBS,11500000.0,1700000,2012,the words,the words2012
884,Playing for Keeps,FD,13100000.0,,2012,playing for keeps,playing for keeps2012
885,Silent House,ORF,12800000.0,347000,2012,silent house,silent house2012
886,Friends with Kids,RAtt.,7300000.0,5800000,2012,friends with kids,friends with kids2012
887,The Well-Digger's Daughter,KL,386000.0,12200000,2012,the welldiggers daughter,the welldiggers daughter2012
888,Klown,Drft.,68800.0,12400000,2012,klown,klown2012
889,People Like Us,BV,12400000.0,,2012,people like us,people like us2012
890,Seeking Justice,Anch.,412000.0,11900000,2012,seeking justice,seeking justice2012
891,Bachelorette,RTWC,448000.0,11500000,2012,bachelorette,bachelorette2012
892,This Must Be the Place,Wein.,144000.0,11600000,2012,this must be the place,this must be the place2012
893,Fun Size,Par.,9400000.0,2000000,2012,fun size,fun size2012
894,Rec 3: Genesis,Magn.,9600.0,10100000,2012,rec 3 genesis,rec 3 genesis2012
895,Delicacy,Cohen,499000.0,9200000,2012,delicacy,delicacy2012
896,Seeking a Friend for the End of the World,Focus,7100000.0,2600000,2012,seeking a friend for the end of the world,seeking a friend for the end of the world2012
897,The Apparition,WB,4900000.0,4700000,2012,the apparition,the apparition2012
898,For Greater Glory,ArcEnt,5700000.0,4000000,2012,for greater glory,for greater glory2012
899,Hysteria,SPC,1800000.0,7700000,2012,hysteria,hysteria2012
900,Bernie,MNE,9200000.0,,2012,bernie,bernie2012
901,The Sessions,FoxS,6000000.0,3100000,2012,the sessions,the sessions2012
902,Ruby Sparks,FoxS,2500000.0,6600000,2012,ruby sparks,ruby sparks2012
903,Hyde Park on Hudson,Focus,6400000.0,2500000,2012,hyde park on hudson,hyde park on hudson2012
904,On the Road,IFC,744000.0,8000000,2012,on the road,on the road2012
905,Boy,PalUni,256000.0,8400000,2012,boy,boy2012
906,Piranha 3DD,W/Dim.,377000.0,8100000,2012,piranha 3dd,piranha 3dd2012
907,Easy Money,Wein.,206000.0,8199999,2012,easy money,easy money2012
908,Space Dogs 3D,EpicPics,14400.0,8300000,2012,space dogs 3d,space dogs 3d2012
909,Bel Ami,Magn.,120000.0,8199999,2012,bel ami,bel ami2012
910,Promised Land,Focus,7600000.0,541000,2012,promised land,promised land2012
911,Iron Sky,EOne,122000.0,8000000,2012,iron sky,iron sky2012
912,Casa De Mi Padre,LGF,5900000.0,2100000,2012,casa de mi padre,casa de mi padre2012
913,Heroine,UTV,599000.0,7400000,2012,heroine,heroine2012
914,A Royal Affair,Magn.,1500000.0,6000000,2012,a royal affair,a royal affair2012
915,All Together,KL,43200.0,7200000,2012,all together,all together2012
916,My Worst Nightmare,Strand,22000.0,7100000,2012,my worst nightmare,my worst nightmare2012
917,The Collection,LD,6800000.0,,2012,the collection,the collection2012
918,Monsieur Lazhar (U.S.-only),MBox,2000000.0,4600000,2012,monsieur lazhar usonly,monsieur lazhar usonly2012
919,Goon,Magn.,4200000.0,2300000,2012,goon,goon2012
920,Cosmopolis,EOne,764000.0,5300000,2012,cosmopolis,cosmopolis2012
921,Chasing Mavericks,Fox,6000000.0,600,2012,chasing mavericks,chasing mavericks2012
922,Declaration of War,IFC,59100.0,5800000,2012,declaration of war,declaration of war2012
923,Puella Magi Madoka Magica the Movie,Elev.,180000.0,5600000,2012,puella magi madoka magica the movie,puella magi madoka magica the movie2012
924,Albert Nobbs,RAtt.,3000000.0,2600000,2012,albert nobbs,albert nobbs2012
925,In Darkness,SPC,1000000.0,4500000,2012,in darkness,in darkness2012
926,Won't Back Down,Fox,5300000.0,,2012,wont back down,wont back down2012
927,Farewell My Queen,Cohen,1600000.0,3700000,2012,farewell my queen,farewell my queen2012
929,Girl in Progress,LGF,2600000.0,2000000,2012,girl in progress,girl in progress2012
930,"Jeff, Who Lives at Home",ParV,4300000.0,148000,2012,jeff who lives at home,jeff who lives at home2012
931,Barbara,AF,1000000.0,3100000,2012,barbara,barbara2012
932,The Raid: Redemption,SPC,4099999.0,,2012,the raid redemption,the raid redemption2012
934,Safety Not Guaranteed,FD,4000000.0,,2012,safety not guaranteed,safety not guaranteed2012
935,Nitro Circus the Movie 3D,ArcEnt,3400000.0,526000,2012,nitro circus the movie 3d,nitro circus the movie 3d2012
937,The Lady,Cohen,355000.0,3400000,2012,the lady,the lady2012
938,Branded,RAtt.,354000.0,3400000,2012,branded,branded2012
939,The Rabbi's Cat,GK,23400.0,3700000,2012,the rabbis cat,the rabbis cat2012
940,Searching for Sugar Man,SPC,3700000.0,,2012,searching for sugar man,searching for sugar man2012
941,Killer Joe,LD,2000000.0,1700000,2012,killer joe,killer joe2012
942,Hara-Kiri: Death of a Samurai,Trib.,75700.0,3400000,2012,harakiri death of a samurai,harakiri death of a samurai2012
943,Robot & Frank,Gold.,3300000.0,,2012,robot  frank,robot  frank2012
944,Raiders of the Lost Ark (IMAX),Par.,3100000.0,,2012,raiders of the lost ark imax,raiders of the lost ark imax2012
945,Celeste and Jesse Forever,SPC,3100000.0,,2012,celeste and jesse forever,celeste and jesse forever2012
946,Jab Tak Hai Jaan,Yash,3000000.0,,2012,jab tak hai jaan,jab tak hai jaan2012
947,Intruders,MNE,69100.0,2900000,2012,intruders,intruders2012
948,Talaash,Relbig.,2900000.0,,2012,talaash,talaash2012
949,Barfi!,UTV,2800000.0,,2012,barfi,barfi2012
950,A Simple Life,CL,192000.0,2600000,2012,a simple life,a simple life2012
951,Samsara,Osci.,2700000.0,,2012,samsara,samsara2012
952,Simon and the Oaks,TFA,151000.0,2400000,2012,simon and the oaks,simon and the oaks2012
953,Jiro Dreams of Sushi,Magn.,2600000.0,,2012,jiro dreams of sushi,jiro dreams of sushi2012
954,Dabangg 2,Eros,2500000.0,,2012,dabangg 2,dabangg 22012
955,Kid With a Bike,IFC,1500000.0,1000000,2012,kid with a bike,kid with a bike2012
956,The Queen of Versailles,Magn.,2400000.0,,2012,the queen of versailles,the queen of versailles2012
957,Ek Tha Tiger,Yash,2300000.0,,2012,ek tha tiger,ek tha tiger2012
958,Chico & Rita,GK,351000.0,1900000,2012,chico  rita,chico  rita2012
959,Stolen,MNE,304000.0,1800000,2012,stolen,stolen2012
960,Footnote,SPC,2000000.0,,2012,footnote,footnote2012
961,The Imposter,IM,898000.0,1100000,2012,the imposter,the imposter2012
962,Agneepath,Eros,2000000.0,,2012,agneepath,agneepath2012
963,The Day I Saw Your Heart,FM,3500.0,2000000,2012,the day i saw your heart,the day i saw your heart2012
964,English Vinglish,Eros,1900000.0,,2012,english vinglish,english vinglish2012
965,Housefull 2,Eros,1800000.0,,2012,housefull 2,housefull 22012
967,Tales of the Night,GK,11000.0,1700000,2012,tales of the night,tales of the night2012
968,Beloved,IFC,138000.0,1500000,2012,beloved,beloved2012
969,360,Magn.,100000.0,1600000,2012,360,3602012
970,2 Days in New York,Magn.,633000.0,1000000,2012,2 days in new york,2 days in new york2012
971,Your Sister's Sister,IFC,1600000.0,,2012,your sisters sister,your sisters sister2012
972,Hermano,MBox,29900.0,1600000,2012,hermano,hermano2012
973,Lay the Favorite,RTWC,21000.0,1600000,2012,lay the favorite,lay the favorite2012
974,Soldiers of Fortune,RAtt.,38900.0,1500000,2012,soldiers of fortune,soldiers of fortune2012
975,A Late Quartet,EOne,1600000.0,,2012,a late quartet,a late quartet2012
976,I Wish,Magn.,146000.0,1400000,2012,i wish,i wish2012
977,The Salt of Life,Zeit.,317000.0,1200000,2012,the salt of life,the salt of life2012
978,Chicken with Plums,SPC,254000.0,1200000,2012,chicken with plums,chicken with plums2012
979,Marley,Magn.,1400000.0,,2012,marley,marley2012
980,The Paperboy,MNE,693000.0,661000,2012,the paperboy,the paperboy2012
981,Chasing Ice,SD,1300000.0,,2012,chasing ice,chasing ice2012
982,Unforgivable,Strand,154000.0,1200000,2012,unforgivable,unforgivable2012
983,A Little Bit of Heaven,MNE,15400.0,1300000,2012,a little bit of heaven,a little bit of heaven2012
984,The Other Son,Cohen,1300000.0,,2012,the other son,the other son2012
985,Meerkats,NGE,778000.0,482000,2012,meerkats,meerkats2012
986,"For a Good Time, Call...",Focus,1300000.0,,2012,for a good time call,for a good time call2012
987,Take This Waltz,Magn.,1200000.0,,2012,take this waltz,take this waltz2012
988,Cocktail,Eros,1200000.0,,2012,cocktail,cocktail2012
989,Once Upon a Time in Anatolia,CGld,152000.0,1000000,2012,once upon a time in anatolia,once upon a time in anatolia2012
990,Ek Main Aur Ekk Tu,UTV,1200000.0,,2012,ek main aur ekk tu,ek main aur ekk tu2012
991,The Deep Blue Sea,MBox,1100000.0,,2012,the deep blue sea,the deep blue sea2012
992,Coriolanus,Wein.,757000.0,315000,2012,coriolanus,coriolanus2012
993,Diana Vreeland: The Eye Has to Travel,Gold.,1000000.0,,2012,diana vreeland the eye has to travel,diana vreeland the eye has to travel2012
994,First Position,IFC,1000000.0,,2012,first position,first position2012
995,Damsels in Distress,SPC,1000000.0,,2012,damsels in distress,damsels in distress2012
996,Rampart,MNE,973000.0,,2012,rampart,rampart2012
997,Elles,KL,158000.0,754000,2012,elles,elles2012
998,W.E.,Wein.,583000.0,285000,2012,we,we2012
999,Breathing,KL,4600.0,803000,2012,breathing,breathing2012
1000,Darling Companion,SPC,794000.0,,2012,darling companion,darling companion2012
1001,Teri Meri Kahaani,Eros,781000.0,,2012,teri meri kahaani,teri meri kahaani2012
1002,Son of Sardaar,Eros,772000.0,,2012,son of sardaar,son of sardaar2012
1003,Agent Vinod,Eros,698000.0,,2012,agent vinod,agent vinod2012
1004,Student of the Year,Eros,670000.0,,2012,student of the year,student of the year2012
1005,The Polar Express (2012 re-issue),WB,669000.0,,2012,the polar express 2012 reissue,the polar express 2012 reissue2012
1006,Holy Motors,IM,641000.0,,2012,holy motors,holy motors2012
1007,Free Men,FM,53800.0,564000,2012,free men,free men2012
1008,"Peace, Love and Misunderstanding",IFC,591000.0,,2012,peace love and misunderstanding,peace love and misunderstanding2012
1009,Undefeated,Wein.,562000.0,,2012,undefeated,undefeated2012
1010,Sister,AF,155000.0,400000,2012,sister,sister2012
1011,Vicky Donor,Eros,549000.0,,2012,vicky donor,vicky donor2012
1012,Being Flynn,Focus,540000.0,,2012,being flynn,being flynn2012
1013,Ai Weiwei: Never Sorry,IFC,534000.0,,2012,ai weiwei never sorry,ai weiwei never sorry2012
1014,Where Do We Go Now?,SPC,532000.0,,2012,where do we go now,where do we go now2012
1015,Bully,Wein.,279000.0,182000,2012,bully,bully2012
1016,Ferrari Ki Sawaari,Eros,434000.0,,2012,ferrari ki sawaari,ferrari ki sawaari2012
1018,Apartment 143,Magn.,400.0,426000,2012,apartment 143,apartment 1432012
1019,Sound of My Voice,FoxS,408000.0,,2012,sound of my voice,sound of my voice2012
1020,Khiladi 786,Eros,379000.0,,2012,khiladi 786,khiladi 7862012
1021,Smashed,SPC,377000.0,,2012,smashed,smashed2012
1022,Universal Soldier: Day of Reckoning,Magn.,5500.0,364000,2012,universal soldier day of reckoning,universal soldier day of reckoning2012
1023,The Oranges,ATO,366000.0,,2012,the oranges,the oranges2012
1024,Liberal Arts,IFC,327000.0,,2012,liberal arts,liberal arts2012
1025,Compliance,Magn.,319000.0,,2012,compliance,compliance2012
1026,Back to 1942,CL,313000.0,,2012,back to 1942,back to 19422012
1027,The Flowers of War,WHE,311000.0,,2012,the flowers of war,the flowers of war2012
1028,Something From Nothing: The Art of Rap,IM,288000.0,,2012,something from nothing the art of rap,something from nothing the art of rap2012
1029,Love in the Buff,CL,256000.0,,2012,love in the buff,love in the buff2012
1030,Lola Versus,FoxS,253000.0,,2012,lola versus,lola versus2012
1031,Keep the Lights On,MBox,246000.0,,2012,keep the lights on,keep the lights on2012
1032,Gerhard Richter Painting,KL,243000.0,,2012,gerhard richter painting,gerhard richter painting2012
1033,Trishna,IFC,240000.0,,2012,trishna,trishna2012
1034,Elena,Zeit.,233000.0,,2012,elena,elena2012
1035,Tezz,Eros,230000.0,,2012,tezz,tezz2012
1036,The Viral Factor,CL,220000.0,,2012,the viral factor,the viral factor2012
1037,Neil Young Journeys,SPC,215000.0,,2012,neil young journeys,neil young journeys2012
1038,Tai Chi Zero,Vari.,212000.0,,2012,tai chi zero,tai chi zero2012
1039,The House I Live In,Abr.,211000.0,,2012,the house i live in,the house i live in2012
1040,10 Years,Anch.,203000.0,,2012,10 years,10 years2012
1041,17 Girls,Strand,15100.0,186000,2012,17 girls,17 girls2012
1042,Tim & Eric's Billion Dollar Movie,Magn.,201000.0,,2012,tim  erics billion dollar movie,tim  erics billion dollar movie2012
1043,Any Day Now,MBox,201000.0,,2012,any day now,any day now2012
1044,Tere Naal Love Ho Gaya,UTV,178000.0,,2012,tere naal love ho gaya,tere naal love ho gaya2012
1045,The Hunter,Magn.,177000.0,,2012,the hunter,the hunter2012
1046,Butter,RTWC,105000.0,70700,2012,butter,butter2012
1047,Kill List,IFC,29100.0,143000,2012,kill list,kill list2012
1048,Flying Swords of Dragon Gate,IM,170000.0,,2012,flying swords of dragon gate,flying swords of dragon gate2012
1049,Joker,UTV,169000.0,,2012,joker,joker2012
1050,Dark Horse,BM&DH,166000.0,,2012,dark horse,dark horse2012
1051,Shirin Farhad Ki Toh Nikal Padi,Eros,156000.0,,2012,shirin farhad ki toh nikal padi,shirin farhad ki toh nikal padi2012
1052,Bullhead,Drft.,152000.0,,2012,bullhead,bullhead2012
1053,Chakravyuh,Eros,152000.0,,2012,chakravyuh,chakravyuh2012
1054,Luv Shuv Tey Chicken Khurana,UTV,144000.0,,2012,luv shuv tey chicken khurana,luv shuv tey chicken khurana2012
1055,High School,Anch.,139000.0,,2012,high school,high school2012
1056,Warriors of the Rainbow: Seediq Bale,WGUSA,136000.0,,2012,warriors of the rainbow seediq bale,warriors of the rainbow seediq bale2012
1057,The Loneliest Planet,IFC,130000.0,,2012,the loneliest planet,the loneliest planet2012
1058,Forgiveness of Blood,IFC,127000.0,,2012,forgiveness of blood,forgiveness of blood2012
1059,Toys in the Attic,Hann.,64900.0,61600,2012,toys in the attic,toys in the attic2012
1060,"Turn Me On, Dammit!",NYer,126000.0,,2012,turn me on dammit,turn me on dammit2012
1061,God Bless America,Magn.,123000.0,,2012,god bless america,god bless america2012
1062,Bullet Vanishes,CL,118000.0,,2012,bullet vanishes,bullet vanishes2012
1063,The Woman in the Fifth,ATO,114000.0,,2012,the woman in the fifth,the woman in the fifth2012
1064,5 Broken Cameras,KL,110000.0,,2012,5 broken cameras,5 broken cameras2012
1065,Hello I Must Be Going,Osci.,107000.0,,2012,hello i must be going,hello i must be going2012
1066,The Magic of Belle Isle,Magn.,102000.0,,2012,the magic of belle isle,the magic of belle isle2012
1067,"Oslo, August 31st",Strand,101000.0,,2012,oslo august 31st,oslo august 31st2012
1068,Wuthering Heights,Osci.,101000.0,,2012,wuthering heights,wuthering heights2012
1069,Mugamoodi,UTV,101000.0,,2012,mugamoodi,mugamoodi2012
1070,V/H/S,Magn.,100000.0,,2012,vhs,vhs2012
1071,Goodbye First Love,IFC,95000.0,,2012,goodbye first love,goodbye first love2012
1072,Marina Abramovic: The Artist is Present,MBox,86600.0,,2012,marina abramovic the artist is present,marina abramovic the artist is present2012
1073,The Eye of the Storm,SEG,83600.0,,2012,the eye of the storm,the eye of the storm2012
1074,Wagner & Me,FRun,37700.0,41000,2012,wagner  me,wagner  me2012
1075,The Innkeepers,Magn.,78400.0,,2012,the innkeepers,the innkeepers2012
1076,This is Not a Film,PalT,77000.0,,2012,this is not a film,this is not a film2012
1077,The Island President,Gold.,76400.0,,2012,the island president,the island president2012
1078,Detachment,Trib.,72700.0,,2012,detachment,detachment2012
1080,Attenberg,Strand,24000.0,45900,2012,attenberg,attenberg2012
1081,Deadfall,Magn.,66400.0,,2012,deadfall,deadfall2012
1082,Girlfriend Boyfriend - GF BF,CL,64400.0,,2012,girlfriend boyfriend  gf bf,girlfriend boyfriend  gf bf2012
1083,Vulgaria,CL,59100.0,,2012,vulgaria,vulgaria2012
1084,The Turin Horse,CGld,56400.0,,2012,the turin horse,the turin horse2012
1085,Jodi Breakers,Yash,52600.0,,2012,jodi breakers,jodi breakers2012
1086,Painted Skin: The Resurrection,WGUSA,50400.0,,2012,painted skin the resurrection,painted skin the resurrection2012
1087,"All's Well, End's Well",CL,47900.0,,2012,alls well ends well,alls well ends well2012
1088,North Sea Texas,Strand,28300.0,16700,2012,north sea texas,north sea texas2012
1089,Double Trouble,CL,44800.0,,2012,double trouble,double trouble2012
1090,The Fairy,KL,38400.0,,2012,the fairy,the fairy2012
1091,Hit So Hard,Vari.,34000.0,,2012,hit so hard,hit so hard2012
1092,Kalakalappu@Masala Cafe,UTV,30900.0,,2012,kalakalappumasala cafe,kalakalappumasala cafe2012
1093,The Bay,RAtt.,30700.0,,2012,the bay,the bay2012
1094,You've Been Trumped,ICir,29300.0,,2012,youve been trumped,youve been trumped2012
1095,Here,Strand,26700.0,,2012,here,here2012
1096,In Another Country,KL,25100.0,,2012,in another country,in another country2012
1097,The First Time,Gold.,22800.0,,2012,the first time,the first time2012
1098,Bonsai,Strand,21300.0,,2012,bonsai,bonsai2012
1099,The Day,Anch.,21000.0,,2012,the day,the day2012
1100,28 Hotel Rooms,Osci.,18900.0,,2012,28 hotel rooms,28 hotel rooms2012
1101,Lovely Molly,Imag.,18500.0,,2012,lovely molly,lovely molly2012
