,Title,Studio,Domestic Gross,Foreign Gross,Year,Clean Title,Link
2205,She's Funny That Way,LGP,112000.0,,2015,shes funny that way,shes funny that way2015
2206,Memories of the Sword,WGUSA,111000.0,,2015,memories of the sword,memories of the sword2015
2207,The Look of Silence,Drft.,109000.0,,2015,the look of silence,the look of silence2015
2208,The Beauty Inside,WGUSA,108000.0,,2015,the beauty inside,the beauty inside2015
2209,The Chronicles of Evil,CJ,105000.0,,2015,the chronicles of evil,the chronicles of evil2015
2210,Every Secret Thing,SM,104000.0,,2015,every secret thing,every secret thing2015
2211,Ghost in the Shell: The New Movie,FUN,101000.0,,2015,ghost in the shell the new movie,ghost in the shell the new movie2015
2212,Black Souls (Anime Nere),Alc,101000.0,,2015,black souls anime nere,black souls anime nere2015
2213,A Poem Is a Naked Person (2015 re-issue),Jan.,96600.0,,2015,a poem is a naked person 2015 reissue,a poem is a naked person 2015 reissue2015
2214,Saving Mr. Wu,UEP,92700.0,,2015,saving mr wu,saving mr wu2015
2215,The Tales of Hoffmann (2015 re-issue),Rialto,91900.0,,2015,the tales of hoffmann 2015 reissue,the tales of hoffmann 2015 reissue2015
2216,Christmas Eve,Ampl.,91300.0,,2015,christmas eve,christmas eve2015
2217,Queen of Earth,IFC,91200.0,,2015,queen of earth,queen of earth2015
2218,Hero,Eros,88700.0,,2015,hero,hero2015
2219,Sunshine Superman,Magn.,88100.0,,2015,sunshine superman,sunshine superman2015
2220,Heaven Knows What,RTWC,80700.0,,2015,heaven knows what,heaven knows what2015
2221,Nasty Baby,Orch.,79800.0,,2015,nasty baby,nasty baby2015
2222,The Wonders,Osci.,73400.0,,2015,the wonders,the wonders2015
2223,Predestination,VE,68400.0,,2015,predestination,predestination2015
2224,People Places Things,TFA,67000.0,,2015,people places things,people places things2015
2225,Eden,BG,65500.0,,2015,eden,eden2015
2226,The Duke of Burgundy,IFC,64500.0,,2015,the duke of burgundy,the duke of burgundy2015
2227,The Office,CL,63700.0,,2015,the office,the office2015
2228,Flowers,MBox,61600.0,,2015,flowers,flowers2015
2229,Only You,CL,61600.0,,2015,only you,only you2015
2230,Girlhood,Strand,60800.0,,2015,girlhood,girlhood2015
2231,Jauja,CGld,60200.0,,2015,jauja,jauja2015
2232,Gueros,KL,60100.0,,2015,gueros,gueros2015
2233,I Smile Back,BG,58700.0,,2015,i smile back,i smile back2015
2234,The Ark of Mr. Chow,CL,54100.0,,2015,the ark of mr chow,the ark of mr chow2015
2235,Love Thy Nature,ITL,41100.0,11800,2015,love thy nature,love thy nature2015
2236,The Advocate: A Missing Body,CJ,50200.0,,2015,the advocate a missing body,the advocate a missing body2015
2237,Heist,LGP,50100.0,,2015,heist,heist2015
2238,Difret,TA,49700.0,,2015,difret,difret2015
2239,Appropriate Behavior,Grav.,46900.0,,2015,appropriate behavior,appropriate behavior2015
2240,Beyond the Reach,RAtt.,45900.0,,2015,beyond the reach,beyond the reach2015
2241,The Salvation,IFC,44900.0,,2015,the salvation,the salvation2015
2242,Madame Bovary,Alc,44200.0,,2015,madame bovary,madame bovary2015
2243,Charlie's Country,MR,42900.0,,2015,charlies country,charlies country2015
2244,Pearl Button,KL,42200.0,,2015,pearl button,pearl button2015
2245,Queen and Country,BBC,41300.0,,2015,queen and country,queen and country2015
2246,The Phone,CJ,40500.0,,2015,the phone,the phone2015
2247,What Our Fathers Did: A Nazi Legacy,Osci.,40100.0,,2015,what our fathers did a nazi legacy,what our fathers did a nazi legacy2015
2248,Lila & Eve,Gold.,38300.0,,2015,lila  eve,lila  eve2015
2249,Before We Go,RTWC,37200.0,,2015,before we go,before we go2015
2250,The Mafia Only Kills in Summer,Distrib.,37100.0,,2015,the mafia only kills in summer,the mafia only kills in summer2015
2251,Knock Knock,LGP,36300.0,,2015,knock knock,knock knock2015
2252,Kindergarten Teacher,KL,36200.0,,2015,kindergarten teacher,kindergarten teacher2015
2253,Welcome to Leith,FRun,36000.0,,2015,welcome to leith,welcome to leith2015
2254,Wild City,WGUSA,34900.0,,2015,wild city,wild city2015
2255,The Forbidden Room,KL,34400.0,,2015,the forbidden room,the forbidden room2015
2256,Song One,TFA,32299.0,,2015,song one,song one2015
2257,Love Forecast,CJ,32200.0,,2015,love forecast,love forecast2015
2258,"Out 1, noli me tangere",CFilms,31500.0,,2015,out 1 noli me tangere,out 1 noli me tangere2015
2259,"3 1/2 Minutes, 10 Bullets",Part.,30400.0,,2015,3 12 minutes 10 bullets,3 12 minutes 10 bullets2015
2260,Paulette,Cohen,29500.0,,2015,paulette,paulette2015
2261,The Cut,Strand,28100.0,,2015,the cut,the cut2015
2262,The Keeping Room,Drft.,27200.0,,2015,the keeping room,the keeping room2015
2263,Big Game,EC,24600.0,,2015,big game,big game2015
2264,Kill Me Three Times,Magn.,24300.0,,2015,kill me three times,kill me three times2015
2265,"Hippocrates, Diary of a French Doctor",Distrib.,23100.0,,2015,hippocrates diary of a french doctor,hippocrates diary of a french doctor2015
2266,Court,Zeit.,22900.0,,2015,court,court2015
2267,Salut D'Amour,CJ,22500.0,,2015,salut damour,salut damour2015
2268,Mediterranea,IFC,22100.0,,2015,mediterranea,mediterranea2015
2269,Noma - My Perfect Storm,Magn.,21100.0,,2015,noma  my perfect storm,noma  my perfect storm2015
2270,The Little Death,Magn.,18200.0,,2015,the little death,the little death2015
2271,Gangnam 1970,CJ,18000.0,,2015,gangnam 1970,gangnam 19702015
2272,Strangerland,Alc,17500.0,,2015,strangerland,strangerland2015
2273,Eastern Boys,FRun,16800.0,,2015,eastern boys,eastern boys2015
2274,Extraction,LGP,16800.0,,2015,extraction,extraction2015
2275,Eva,Wein.,16700.0,,2015,eva,eva2015
2276,The World of Kanako,Drft.,16600.0,,2015,the world of kanako,the world of kanako2015
2277,Zombeavers,Free,14900.0,,2015,zombeavers,zombeavers2015
2278,The Hallow,IFC,13900.0,,2015,the hallow,the hallow2015
2279,Amour Fou,FM,13700.0,,2015,amour fou,amour fou2015
2280,Arabian Nights: Volume 1 - The Restless One,KL,12300.0,,2015,arabian nights volume 1  the restless one,arabian nights volume 1  the restless one2015
2281,Of Horses and Men,MBox,11900.0,,2015,of horses and men,of horses and men2015
2282,Marie's Story,FM,11700.0,,2015,maries story,maries story2015
2283,1001 Grams,KL,11000.0,,2015,1001 grams,1001 grams2015
2284,Empire of Lust,CJ,10700.0,,2015,empire of lust,empire of lust2015
2285,The Forecaster,FOR,10200.0,,2015,the forecaster,the forecaster2015
2286,Still Life,Trib.,9500.0,,2015,still life,still life2015
2287,Every Thing Will be Fine,IFC,9200.0,,2015,every thing will be fine,every thing will be fine2015
2288,The Lesson,FM,9000.0,,2015,the lesson,the lesson2015
2289,An Eye for Beauty,MR,9000.0,,2015,an eye for beauty,an eye for beauty2015
2290,Northern Soul,Free,8900.0,,2015,northern soul,northern soul2015
2291,The Girl in the Book,Free,8200.0,,2015,the girl in the book,the girl in the book2015
2292,Steak (R)evolution,KL,8000.0,,2015,steak revolution,steak revolution2015
2293,On the Way to School,Distrib.,7400.0,,2015,on the way to school,on the way to school2015
2294,Hungry Hearts,IFC,6900.0,,2015,hungry hearts,hungry hearts2015
2295,Steve McQueen: The Man & Le Mans,FR,6800.0,,2015,steve mcqueen the man  le mans,steve mcqueen the man  le mans2015
2296,Arabian Nights: Volume 2 - The Desolate One,KL,6400.0,,2015,arabian nights volume 2  the desolate one,arabian nights volume 2  the desolate one2015
2297,Alleluia,MBox,6300.0,,2015,alleluia,alleluia2015
2298,Barely Lethal,A24,6100.0,,2015,barely lethal,barely lethal2015
2299,Chic!,Distrib.,5600.0,,2015,chic,chic2015
2300,Far from Men,Trib.,5300.0,,2015,far from men,far from men2015
2301,The Dead Lands,Magn.,5200.0,,2015,the dead lands,the dead lands2015
2302,Jenny's Wedding,IFC,4700.0,,2015,jennys wedding,jennys wedding2015
2303,Against the Sun,TAFC,4600.0,,2015,against the sun,against the sun2015
2304,Ashby,TFA,4600.0,,2015,ashby,ashby2015
2305,Arabian Nights: Volume 3 - The Enchanted One,KL,4500.0,,2015,arabian nights volume 3  the enchanted one,arabian nights volume 3  the enchanted one2015
2306,The Summer of Sangaile,Strand,4500.0,,2015,the summer of sangaile,the summer of sangaile2015
2307,Club Life,Orch.,4400.0,,2015,club life,club life2015
2308,Back to the Jurassic,CJ,4400.0,,2015,back to the jurassic,back to the jurassic2015
2309,In the Basement,Strand,3600.0,,2015,in the basement,in the basement2015
2310,Fidelio: Alice's Odyssey,FRun,3600.0,,2015,fidelio alices odyssey,fidelio alices odyssey2015
2311,That Sugar Film,Gold.,3500.0,,2015,that sugar film,that sugar film2015
2312,Xenia,Strand,3200.0,,2015,xenia,xenia2015
2313,The Iron Ministry,Icar.,3200.0,,2015,the iron ministry,the iron ministry2015
2314,The Lady in the Car with Glasses and a Gun,Magn.,2200.0,,2015,the lady in the car with glasses and a gun,the lady in the car with glasses and a gun2015
2315,Stations of the Cross,FM,1500.0,,2015,stations of the cross,stations of the cross2015
2316,Skin Trade,Magn.,1200.0,,2015,skin trade,skin trade2015
2317,Thanks to My Friends,Distrib.,900.0,,2015,thanks to my friends,thanks to my friends2015
2318,REC 4: Apocalypse,Magn.,800.0,,2015,rec 4 apocalypse,rec 4 apocalypse2015
2319,It's All So Quiet (Boven is het stil),BWP,700.0,,2015,its all so quiet boven is het stil,its all so quiet boven is het stil2015
2320,Tough Being Loved By Jerks,KL,700.0,,2015,tough being loved by jerks,tough being loved by jerks2015
2321,The Chambermaid,FM,300.0,,2015,the chambermaid,the chambermaid2015
2322,Captain America: Civil War,BV,408100000.0,745200000,2016,captain america civil war,captain america civil war2016
2323,Rogue One: A Star Wars Story,BV,532200000.0,523900000,2016,rogue one a star wars story,rogue one a star wars story2016
2324,Finding Dory,BV,486300000.0,542300000,2016,finding dory,finding dory2016
2325,Zootopia,BV,341300000.0,682500000,2016,zootopia,zootopia2016
2326,The Jungle Book,BV,364000000.0,602500000,2016,the jungle book,the jungle book2016
2327,The Secret Life of Pets,Uni.,368400000.0,507100000,2016,the secret life of pets,the secret life of pets2016
2328,Batman v Superman: Dawn of Justice,WB,330400000.0,543300000,2016,batman v superman dawn of justice,batman v superman dawn of justice2016
2329,Fantastic Beasts and Where To Find Them,WB,234000000.0,580000000,2016,fantastic beasts and where to find them,fantastic beasts and where to find them2016
2330,Deadpool,Fox,363100000.0,420000000,2016,deadpool,deadpool2016
2331,Suicide Squad,WB,325100000.0,421700000,2016,suicide squad,suicide squad2016
2332,Doctor Strange,BV,232600000.0,445100000,2016,doctor strange,doctor strange2016
2333,Moana,BV,248800000.0,394600000,2016,moana,moana2016
2334,Sing,Uni.,270400000.0,363800000,2016,sing,sing2016
2335,The Mermaid (Mei ren yu),Sony,3200000.0,550600000,2016,the mermaid mei ren yu,the mermaid mei ren yu2016
2336,X-Men: Apocalypse,Fox,155400000.0,388500000,2016,xmen apocalypse,xmen apocalypse2016
2337,Kung Fu Panda 3,Fox,143500000.0,377600000,2016,kung fu panda 3,kung fu panda 32016
2338,La La Land,LG/S,151100000.0,295000000,2016,la la land,la la land2016
2339,Warcraft,Uni.,47400000.0,386300000,2016,warcraft,warcraft2016
2340,Jason Bourne,Uni.,162400000.0,253100000,2016,jason bourne,jason bourne2016
2341,Ice Age: Collision Course,Fox,64099999.0,344500000,2016,ice age collision course,ice age collision course2016
2342,Independence Day: Resurgence,Fox,103100000.0,286500000,2016,independence day resurgence,independence day resurgence2016
2343,Monster Hunt,FR,32800.0,385300000,2016,monster hunt,monster hunt2016
2344,The Legend of Tarzan,WB,126600000.0,230100000,2016,the legend of tarzan,the legend of tarzan2016
2345,The Angry Birds Movie,Sony,107500000.0,244800000,2016,the angry birds movie,the angry birds movie2016
2346,Trolls,Fox,153700000.0,193200000,2016,trolls,trolls2016
2347,Star Trek Beyond,Par.,158800000.0,184600000,2016,star trek beyond,star trek beyond2016
2348,Now You See Me 2,LG/S,65099999.0,269800000,2016,now you see me 2,now you see me 22016
2349,The Conjuring 2,WB (NL),102500000.0,217900000,2016,the conjuring 2,the conjuring 22016
2350,Passengers,Sony,100000000.0,203100000,2016,passengers,passengers2016
2351,Dangal,UTV,12400000.0,290500000,2016,dangal,dangal2016
2352,Alice Through the Looking Glass,BV,77000000.0,222400000,2016,alice through the looking glass,alice through the looking glass2016
2353,Miss Peregrine's Home for Peculiar Children,Fox,87200000.0,209200000,2016,miss peregrines home for peculiar children,miss peregrines home for peculiar children2016
2354,Teenage Mutant Ninja Turtles: Out of the Shadows,Par.,82100000.0,163600000,2016,teenage mutant ninja turtles out of the shadows,teenage mutant ninja turtles out of the shadows2016
2355,Assassin's Creed,Fox,54600000.0,186300000,2016,assassins creed,assassins creed2016
2356,Sully,WB,125100000.0,115700000,2016,sully,sully2016
2357,Hidden Figures,Fox,169600000.0,66300000,2016,hidden figures,hidden figures2016
2358,Ghostbusters,Sony,128400000.0,100800000,2016,ghostbusters,ghostbusters2016
2359,Inferno,Sony,34300000.0,185700000,2016,inferno,inferno2016
2360,Central Intelligence,WB (NL),127400000.0,89500000,2016,central intelligence,central intelligence2016
2361,Bridget Jones's Baby,Uni.,24300000.0,187700000,2016,bridget joness baby,bridget joness baby2016
2362,Me Before You,WB (NL),56200000.0,152100000,2016,me before you,me before you2016
2363,London Has Fallen,Focus,62500000.0,143200000,2016,london has fallen,london has fallen2016
2364,Arrival,Par.,100500000.0,102800000,2016,arrival,arrival2016
2365,The Monkey King 2 in 3D,CL,710000.0,193000000,2016,the monkey king 2 in 3d,the monkey king 2 in 3d2016
2366,Bad Moms,STX,113300000.0,70700000,2016,bad moms,bad moms2016
