,Unnamed: 0_x,tconst,primary_title,original_title,start_year,runtime_minutes,genres,Action,Crime,Drama,Biography,Comedy,Fantasy,Horror,Thriller,Adventure,Animation,Documentary,History,Mystery,Science Fiction,Romance,Family,War,Music,Sport,Western,Musical,Adult,News,Link,start_year_str,Unnamed: 0_y,Title,Studio,Domestic Gross,Foreign Gross,Year,Clean Title
258,5953,tt1220634,Resident Evil: Afterlife,Resident Evil: Afterlife,2010,96.0,"Action,Adventure,Horror",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,resident evil afterlife2010,2010,21,Resident Evil: Afterlife,SGem,60100000.0,240100000,2010,resident evil afterlife
259,5962,tt1222815,Chimpanzee,Chimpanzee,2012,78.0,Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,chimpanzee2012,2012,844,Chimpanzee,BV,29000000.0,5900000,2012,chimpanzee
260,5964,tt1222817,Zookeeper,Zookeeper,2011,102.0,"Comedy,Family,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,zookeeper2011,2011,370,Zookeeper,Sony,80400000.0,89500000,2011,zookeeper
261,5965,tt1223236,African Cats,African Cats,2011,89.0,"Adventure,Documentary",False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,african cats2011,2011,460,African Cats,BV,15400000.0,15400000,2011,african cats
262,5976,tt1226229,Get Him to the Greek,Get Him to the Greek,2010,109.0,"Adventure,Comedy,Music",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,get him to the greek2010,2010,68,Get Him to the Greek,Uni.,61000000.0,30300000,2010,get him to the greek
263,5977,tt1226240,A Late Quartet,A Late Quartet,2012,105.0,"Drama,Music",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,a late quartet2012,2012,975,A Late Quartet,EOne,1600000.0,,2012,a late quartet
264,5978,tt1226273,Edge of Darkness,Edge of Darkness,2010,117.0,"Crime,Drama,Mystery",False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,edge of darkness2010,2010,75,Edge of Darkness,WB,43300000.0,37800000,2010,edge of darkness
265,5986,tt1226837,Beautiful Boy,Beautiful Boy,2018,120.0,"Biography,Drama",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,beautiful boy2018,2018,3212,Beautiful Boy,Amazon,7600000.0,8700000,2018,beautiful boy
266,5998,tt1228705,Iron Man 2,Iron Man 2,2010,124.0,"Action,Adventure,Sci-Fi",True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,iron man 22010,2010,6,Iron Man 2,Par.,312400000.0,311500000,2010,iron man 2
267,5999,tt1228987,Let Me In,Let Me In,2010,116.0,"Drama,Fantasy,Horror",False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,let me in2010,2010,137,Let Me In,Over.,12100000.0,12000000,2010,let me in
268,6002,tt1229238,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,2011,132.0,"Action,Adventure,Thriller",True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,mission impossible  ghost protocol2011,2011,332,Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000,2011,mission impossible  ghost protocol
269,6003,tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013,119.0,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,anchorman 2 the legend continues2013,2013,1173,Anchorman 2: The Legend Continues,Par.,125200000.0,46300000,2013,anchorman 2 the legend continues
270,6008,tt1229822,Jane Eyre,Jane Eyre,2011,120.0,"Drama,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,jane eyre2011,2011,457,Jane Eyre,Focus,11200000.0,23500000,2011,jane eyre
271,6021,tt1231583,Due Date,Due Date,2010,95.0,"Adventure,Comedy",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,due date2010,2010,35,Due Date,WB,100500000.0,111200000,2010,due date
272,6022,tt1231586,A Good Old Fashioned Orgy,A Good Old Fashioned Orgy,2011,95.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,a good old fashioned orgy2011,2011,657,A Good Old Fashioned Orgy,Gold.,200000.0,,2011,a good old fashioned orgy
273,6023,tt1231587,Hot Tub Time Machine,Hot Tub Time Machine,2010,101.0,"Comedy,Sci-Fi",False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,hot tub time machine2010,2010,91,Hot Tub Time Machine,MGM,50300000.0,14300000,2010,hot tub time machine
274,6025,tt1232200,That's My Boy,That's My Boy,2012,116.0,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,thats my boy2012,2012,821,That's My Boy,Sony,36900000.0,20800000,2012,thats my boy
275,6031,tt1232829,21 Jump Street,21 Jump Street,2012,109.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,21 jump street2012,2012,765,21 Jump Street,Sony,138400000.0,63100000,2012,21 jump street
276,6044,tt1234654,Greenberg,Greenberg,2010,107.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,greenberg2010,2010,188,Greenberg,Focus,4200000.0,1900000,2010,greenberg
277,6045,tt1234719,Red Dawn,Red Dawn,2012,93.0,"Action,Sci-Fi,Thriller",True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,red dawn2012,2012,833,Red Dawn,FD,44800000.0,,2012,red dawn
278,6046,tt1234721,RoboCop,RoboCop,2014,117.0,"Action,Crime,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,robocop2014,2014,1510,RoboCop,Sony,58600000.0,184100000,2014,robocop
279,6050,tt1235170,The Future,The Future,2011,91.0,"Drama,Fantasy,Romance",False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,the future2011,2011,620,The Future,RAtt.,569000.0,,2011,the future
280,6052,tt1235189,Wild Target,Wild Target,2010,98.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,wild target2010,2010,209,Wild Target,Free,109000.0,3300000,2010,wild target
281,6056,tt1235522,Broken City,Broken City,2013,109.0,"Crime,Drama,Thriller",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,broken city2013,2013,1270,Broken City,Fox,19700000.0,,2013,broken city
282,6093,tt1240982,Your Highness,Your Highness,2011,102.0,"Adventure,Comedy,Fantasy",False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,your highness2011,2011,472,Your Highness,Uni.,21600000.0,3300000,2011,your highness
283,6105,tt1242432,I Spit on Your Grave,I Spit on Your Grave,2010,108.0,"Horror,Thriller",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,i spit on your grave2010,2010,260,I Spit on Your Grave,Anch.,93100.0,480000,2010,i spit on your grave
284,6106,tt1242460,We Need to Talk About Kevin,We Need to Talk About Kevin,2011,112.0,"Drama,Mystery,Thriller",False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,we need to talk about kevin2011,2011,529,We Need to Talk About Kevin,Osci.,1700000.0,4300000,2011,we need to talk about kevin
285,6112,tt1242599,Bellflower,Bellflower,2011,106.0,"Action,Drama,Romance",True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,bellflower2011,2011,665,Bellflower,Osci.,168000.0,,2011,bellflower
286,6122,tt1243957,The Tourist,The Tourist,2010,103.0,"Action,Adventure,Thriller",True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the tourist2010,2010,25,The Tourist,Sony,67600000.0,210700000,2010,the tourist
287,6123,tt1243974,Aloha,Aloha,2015,105.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,aloha2015,2015,2008,Aloha,Sony,21100000.0,5200000,2015,aloha
288,6127,tt1244659,Extraordinary Measures,Extraordinary Measures,2010,106.0,Drama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,extraordinary measures2010,2010,157,Extraordinary Measures,CBS,12100000.0,3100000,2010,extraordinary measures
289,6129,tt1244754,Conviction,Conviction,2010,107.0,"Biography,Crime,Drama",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,conviction2010,2010,172,Conviction,FoxS,6800000.0,2900000,2010,conviction
290,6134,tt1245492,This Is the End,This Is the End,2013,107.0,"Comedy,Fantasy",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,this is the end2013,2013,1185,This is the End,Sony,101500000.0,24600000,2013,this is the end
291,6135,tt1245526,RED,RED,2010,111.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,red2010,2010,38,Red,Sum.,90400000.0,108600000,2010,red
292,6157,tt1250777,Kick-Ass,Kick-Ass,2010,117.0,"Action,Comedy",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,kickass2010,2010,65,Kick-Ass,LGF,48100000.0,48100000,2010,kickass
293,6168,tt1253863,300: Rise of an Empire,300: Rise of an Empire,2014,102.0,"Action,Fantasy,War",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,300 rise of an empire2014,2014,1501,300: Rise of An Empire,WB,106600000.0,231000000,2014,300 rise of an empire
294,6169,tt1253864,Immortals,Immortals,2011,110.0,"Action,Drama,Fantasy",True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,immortals2011,2011,353,Immortals,Rela.,83500000.0,143400000,2011,immortals
295,6180,tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the man with the iron fists2012,2012,870,The Man with the Iron Fists,Uni.,15600000.0,4099999,2012,the man with the iron fists
296,6185,tt1259528,Den of Thieves,Den of Thieves,2018,140.0,"Action,Crime,Drama",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,den of thieves2018,2018,3150,Den of Thieves,STX,44900000.0,35600000,2018,den of thieves
297,6198,tt1261945,Sex and the City 2,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,sex and the city 22010,2010,24,Sex and the City 2,WB (NL),95300000.0,193000000,2010,sex and the city 2
298,6205,tt1262416,Scream 4,Scream 4,2011,111.0,"Horror,Mystery",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,scream 42011,2011,398,Scream 4,W/Dim.,38200000.0,59000000,2011,scream 4
299,6230,tt1265990,The Roommate,The Roommate,2011,91.0,"Drama,Thriller",False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the roommate2011,2011,445,The Roommate,SGem,37300000.0,3200000,2011,the roommate
300,6235,tt1267297,Hercules,Hercules,2014,98.0,"Action,Adventure,Fantasy",True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,hercules2014,2014,1509,Hercules,Par.,72700000.0,172100000,2014,hercules
301,69840,tt3985956,Hercules,Hercules,2014,112.0,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,hercules2014,2014,1509,Hercules,Par.,72700000.0,172100000,2014,hercules
302,6238,tt1268204,Waste Land,Waste Land,2010,99.0,Documentary,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,waste land2010,2010,282,Waste Land,Arth.,188000.0,88700,2010,waste land
303,6241,tt1268799,A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,2011,90.0,"Adventure,Comedy",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a very harold  kumar 3d christmas2011,2011,454,A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000,2011,a very harold  kumar 3d christmas
304,6250,tt1270262,The Devil's Double,The Devil's Double,2011,109.0,"Biography,Drama,Thriller",False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the devils double2011,2011,586,The Devil's Double,LGF,1400000.0,,2011,the devils double
305,6261,tt1270797,Venom,Venom,2018,112.0,"Action,Sci-Fi,Thriller",True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,venom2018,2018,3085,Venom,Sony,213500000.0,641500000,2018,venom
306,6268,tt1272878,2 Guns,2 Guns,2013,109.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2 guns2013,2013,1183,2 Guns,Uni.,75600000.0,56300000,2013,2 guns
307,6283,tt1273678,The Spy Next Door,The Spy Next Door,2010,94.0,"Action,Comedy,Family",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,the spy next door2010,2010,111,The Spy Next Door,LGF,24300000.0,20900000,2010,the spy next door
308,6292,tt1274300,The Tempest,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the tempest2010,2010,270,The Tempest,Mira.,278000.0,68700,2010,the tempest
309,13266,tt1683003,The Tempest,The Tempest,2010,131.0,Drama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the tempest2010,2010,270,The Tempest,Mira.,278000.0,68700,2010,the tempest
310,6298,tt1276104,Looper,Looper,2012,113.0,"Action,Crime,Drama",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,looper2012,2012,771,Looper,TriS,66500000.0,110000000,2012,looper
311,6313,tt1277953,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,2012,93.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,madagascar 3 europes most wanted2012,2012,734,Madagascar 3: Europe's Most Wanted,P/DW,216400000.0,530500000,2012,madagascar 3 europes most wanted
312,6317,tt1278379,Jack Goes Boating,Jack Goes Boating,2010,91.0,"Drama,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,jack goes boating2010,2010,257,Jack Goes Boating,Over.,542000.0,77600,2010,jack goes boating
313,6322,tt1279935,Date Night,Date Night,2010,88.0,"Comedy,Crime,Romance",False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,date night2010,2010,47,Date Night,Fox,98700000.0,53600000,2010,date night
314,6334,tt1282140,Easy A,Easy A,2010,92.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,easy a2010,2010,81,Easy A,SGem,58400000.0,16600000,2010,easy a
315,6348,tt1284575,Bad Teacher,Bad Teacher,2011,92.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,bad teacher2011,2011,356,Bad Teacher,Sony,100300000.0,115900000,2011,bad teacher
316,6350,tt1285016,The Social Network,The Social Network,2010,120.0,"Biography,Drama",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the social network2010,2010,32,The Social Network,Sony,97000000.0,128000000,2010,the social network
317,6355,tt1285241,Don 2,Don 2,2011,148.0,"Action,Crime,Thriller",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,don 22011,2011,551,Don 2,Relbig.,3700000.0,,2011,don 2
318,6363,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"Action,Comedy,Family",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,cats  dogs the revenge of kitty galore2010,2010,57,Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000,2010,cats  dogs the revenge of kitty galore
319,6371,tt1288558,Evil Dead,Evil Dead,2013,91.0,"Fantasy,Horror,Thriller",False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,evil dead2013,2013,1198,Evil Dead,TriS,54200000.0,43300000,2013,evil dead
320,6377,tt1289401,Ghostbusters,Ghostbusters,2016,116.0,"Action,Comedy,Fantasy",True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ghostbusters2016,2016,2358,Ghostbusters,Sony,128400000.0,100800000,2016,ghostbusters
321,6388,tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014,101.0,"Action,Adventure,Comedy",True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,teenage mutant ninja turtles2014,2014,1492,Teenage Mutant Ninja Turtles,Par.,191200000.0,302100000,2014,teenage mutant ninja turtles
322,6389,tt1291465,Raajneeti,Raajneeti,2010,163.0,"Crime,Drama",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,raajneeti2010,2010,161,Raajneeti,UTV,1500000.0,11100000,2010,raajneeti
323,6395,tt1291584,Warrior,Warrior,2011,140.0,"Drama,Sport",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,warrior2011,2011,477,Warrior,LGF,13700000.0,9400000,2011,warrior
324,6398,tt1292566,How to Be Single,How to Be Single,2016,110.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,how to be single2016,2016,2394,How to Be Single,WB (NL),46800000.0,65500000,2016,how to be single
325,6408,tt1294136,As Good as Dead,As Good as Dead,2010,100.0,"Crime,Thriller",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,as good as dead2010,2010,309,As Good as Dead,First,2000.0,53600,2010,as good as dead
326,6412,tt1294226,The Last Song,The Last Song,2010,107.0,"Drama,Music,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,the last song2010,2010,70,The Last Song,BV,63000000.0,26100000,2010,the last song
327,6447,tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the watch2012,2012,815,The Watch,Fox,35400000.0,32900000,2012,the watch
328,6448,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,pirates of the caribbean on stranger tides2011,2011,330,Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000,2011,pirates of the caribbean on stranger tides
329,6463,tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,kung fu panda 22011,2011,333,Kung Fu Panda 2,P/DW,165200000.0,500400000,2011,kung fu panda 2
330,6465,tt1302067,Yogi Bear,Yogi Bear,2010,80.0,"Adventure,Animation,Comedy",False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,yogi bear2010,2010,37,Yogi Bear,WB,100200000.0,101300000,2010,yogi bear
331,6482,tt1305583,Our Family Wedding,Our Family Wedding,2010,103.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,our family wedding2010,2010,140,Our Family Wedding,FoxS,20300000.0,1200000,2010,our family wedding
332,6485,tt1305591,Mars Needs Moms,Mars Needs Moms,2011,88.0,"Adventure,Animation,Family",False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,mars needs moms2011,2011,449,Mars Needs Moms,BV,21400000.0,17600000,2011,mars needs moms
333,6489,tt1306980,50/50,50/50,2011,100.0,"Comedy,Drama,Romance",False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,50502011,2011,448,50/50,Sum.,35000000.0,4200000,2011,5050
334,6492,tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"Adventure,Comedy,Drama",False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,seeking a friend for the end of the world2012,2012,896,Seeking a Friend for the End of the World,Focus,7100000.0,2600000,2012,seeking a friend for the end of the world
335,6514,tt1308165,The Taqwacores,The Taqwacores,2010,83.0,"Drama,Music",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,the taqwacores2010,2010,323,The Taqwacores,Strand,11400.0,,2010,the taqwacores
336,6516,tt1308728,The Happytime Murders,The Happytime Murders,2018,91.0,"Action,Comedy,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the happytime murders2018,2018,3191,The Happytime Murders,STX,20700000.0,6800000,2018,the happytime murders
337,6541,tt1311071,Kill Your Darlings,Kill Your Darlings,2013,104.0,"Biography,Drama,Romance",False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,kill your darlings2013,2013,1363,Kill Your Darlings,SPC,1000000.0,,2013,kill your darlings
338,6553,tt1313092,Animal Kingdom,Animal Kingdom,2010,113.0,"Crime,Drama",False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,animal kingdom2010,2010,184,Animal Kingdom,SPC,1000000.0,5700000,2010,animal kingdom
339,6565,tt1314655,Devil,Devil,2010,80.0,"Horror,Mystery,Thriller",False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,devil2010,2010,92,Devil,Uni.,33600000.0,29100000,2010,devil
340,6566,tt1315350,Cherry,Cherry,2010,99.0,"Comedy,Drama",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,cherry2010,2010,324,Cherry,Abr.,11400.0,,2010,cherry
341,7313,tt1404632,Cherry.,Cherry.,2010,98.0,Drama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,cherry2010,2010,324,Cherry,Abr.,11400.0,,2010,cherry
342,6583,tt1316616,There Be Dragons,There Be Dragons,2011,122.0,"Biography,Drama,War",False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,there be dragons2011,2011,593,There Be Dragons,Gold.,1100000.0,,2011,there be dragons
343,6588,tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,rise of the planet of the apes2011,2011,341,Rise of the Planet of the Apes,Fox,176800000.0,305000000,2011,rise of the planet of the apes
344,6600,tt1319744,The Interrupters,The Interrupters,2011,125.0,"Crime,Documentary",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,the interrupters2011,2011,643,The Interrupters,CGld,282000.0,,2011,the interrupters
345,6605,tt1320244,The Last Exorcism,The Last Exorcism,2010,87.0,"Drama,Horror,Thriller",False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the last exorcism2010,2010,87,The Last Exorcism,LGF,41000000.0,26700000,2010,the last exorcism
346,6607,tt1320253,The Expendables,The Expendables,2010,103.0,"Action,Adventure,Thriller",True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the expendables2010,2010,26,The Expendables,LGF,103100000.0,171400000,2010,the expendables
347,6609,tt1320261,Gulliver's Travels,Gulliver's Travels,2010,85.0,"Adventure,Comedy,Family",False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,gullivers travels2010,2010,30,Gulliver's Travels,Fox,42800000.0,194600000,2010,gullivers travels
348,6617,tt1321509,Death at a Funeral,Death at a Funeral,2010,92.0,Comedy,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,death at a funeral2010,2010,106,Death at a Funeral,SGem,42700000.0,6300000,2010,death at a funeral
349,6619,tt1321511,Oldboy,Oldboy,2013,104.0,"Action,Drama,Mystery",True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,oldboy2013,2013,1315,Oldboy,FD,2200000.0,2700000,2013,oldboy
350,6620,tt1321860,The Beaver,The Beaver,2011,91.0,Drama,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the beaver2011,2011,523,The Beaver,Sum.,971000.0,6300000,2011,the beaver
351,6624,tt1321870,Gangster Squad,Gangster Squad,2013,113.0,"Action,Crime,Drama",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,gangster squad2013,2013,1193,Gangster Squad,WB,46000000.0,59200000,2013,gangster squad
352,6629,tt1322269,August: Osage County,August: Osage County,2013,121.0,"Comedy,Drama",False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,august osage county2013,2013,1214,August: Osage County,Wein.,37700000.0,36500000,2013,august osage county
353,6632,tt1322312,Going the Distance,Going the Distance,2010,102.0,"Comedy,Romance",False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,going the distance2010,2010,118,Going the Distance,WB (NL),17800000.0,24200000,2010,going the distance
354,6647,tt1323045,Frozen,Frozen,2010,93.0,"Adventure,Drama,Sport",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,frozen2010,2010,211,Frozen,Anch.,246000.0,2900000,2010,frozen
355,6652,tt1323594,Despicable Me,Despicable Me,2010,95.0,"Animation,Comedy,Family",False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,despicable me2010,2010,8,Despicable Me,Uni.,251500000.0,291600000,2010,despicable me
356,6661,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,124.0,"Adventure,Drama,Fantasy",False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,the twilight saga eclipse2010,2010,5,The Twilight Saga: Eclipse,Sum.,300500000.0,398000000,2010,the twilight saga eclipse
357,6705,tt1327194,The Lucky One,The Lucky One,2012,101.0,"Drama,Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,the lucky one2012,2012,796,The Lucky One,WB,60500000.0,38900000,2012,the lucky one
